,date,user,id,retweet_count,like_count,tweet_location,tweet_content,Airline
15,2020-07-31 17:55:00+00:00,moneycontrolcom,1289258273041010692,2,17,Mumbai,#JetAirways has taken possession of 6 aircraft by paying $13 million to the lessor 'Fleet Ireland' that had held them back against dues. Details: https://t.co/eGMoCAfG7O https://t.co/R3WSPrkv93,jetairways
16,2020-07-31 17:22:49+00:00,Sourabh35789359,1289250177149108226,0,0,,"#airindia #AmitShah i hv 3 month daughter due to safety purpose we booked direct flight from pune to Delhi on 3 aug but air india suddenly changed our flight from direct to connected. Please help!!
Flight no - AI850",airindia
17,2020-07-31 17:19:54+00:00,rohit2085,1289249440851664901,0,0,Chandigarh,"@SonuSood @flyspicejet That is not just a tweet. They are words of pearls for many strangled people.

Time for home.
#spicejet 
#SonuSood",spicejet
18,2020-07-31 16:58:23+00:00,tatheer2405,1289244025409552384,0,0,"Hyderabad, India","@airindiain #VandeBharatMission #airindia Everyone who booked their tickets through https://t.co/OL1qTv6JRn website and did not get there tickets (money being deducted), do check your SPAM emails. You may find your ticket there, as I did.",airindia
19,2020-07-31 16:57:45+00:00,6eChaithu,1289243865182961664,0,3,"Tirupati, Andhrapradesh⁸","So here it is glimpse of #JETAIRWAYS Boeing 777 getting its heart❤️ (engine) back 🔥🔥🔥🔥🔥🔥 #goodvibes 

Jet airways slowly crawling back where it belongs to...♥️😍 https://t.co/ldNDWPJaq9",jetairways
20,2020-07-31 16:23:28+00:00,KadirKamna,1289235239521247237,0,0,,#spicejet JGE86H SO RASH LANDING POOR PROFESSIONAL ATTITUDE AND LEST MAINTENANCE FLIGHT .. EXPERIENCE,spicejet
21,2020-07-31 16:23:06+00:00,ritikmgarg,1289235145724063744,0,2,India,"@bsindia I truly trust this !
@airindiain is just an overrated flight run by Indian government !
The most corrupted airline of the world !
#AirIndia #FlyAI",airindia
22,2020-07-31 15:58:58+00:00,priy_dutta,1289229073407860737,1,4,Bhopal,@airindiain @airindiain how so unresponsive! They promised to call back but not did yet. Very depressive service! Trying since afternoon to contact Customer Care but only waiting time is increasing. These are only screenshots from one phone and trying to contact.😪#airindia #CustomerService https://t.co/TYdn1MgdJ2,airindia
23,2020-07-31 15:53:55+00:00,swamiupendra,1289227804337307649,0,0,New Delhi,"No regular international flights till August 31 | #Travel #flights #DGCA #COVID-19 #internationalflights, #travelbubble #SpiceJet https://t.co/iBMIN5C3yN",spicejet
24,2020-07-31 15:53:29+00:00,AwaraMusafir18,1289227692299055105,0,0,Delhi,"No regular international flights till August 31 | #Travel #flights #DGCA #COVID-19 #internationalflights, #travelbubble #SpiceJet https://t.co/SXTXVIIsv7",spicejet
25,2020-07-31 15:21:36+00:00,schetanjain,1289219670684233728,1,0,indore,"@airindiain @DGCAIndia

My flight was scheduled on 31st jul 2020 and it was cancelled by #AirIndia. Everytime I have called/mailed #AirIndia for processing refund,they used to cut calls. No response even on mails.
poor services from #AirIndia
#frustrated
Please resolve asap",airindia
26,2020-07-31 15:07:55+00:00,ShabanaAarif,1289216224992223240,1,1,"Mumbai, India","Everyone says....
Modi Gov. #sells #RedFort, #Railways , #LIC , #Airindia #Airports , #BPCL , #IndianOil ..
Correct... But 
They have bought so many things like #SupremeCourt , #media, #ElectionCommission * #CBI * #ED * ! 
You don't see that ? 
@INCIndia 
#SpeakUpIndia",
27,2020-07-31 15:07:38+00:00,schetanjain,1289216154565619713,0,0,indore,"@airindiain 
Dear #AirIndia,
My flight was scheduled on 31st July 2020 and it was cancelled by #AirIndia. Everytime I have called/mailed #AirIndia for processing refund,they used to cut calls. No response even on mails.
poor services from #AirIndia
#frustrated
Please resolve asap",airindia
28,2020-07-31 15:07:25+00:00,wri_deeming,1289216101709017088,0,0,"Mumbai, India",@flyspicejet You asked me to call your customer care numbers that are ALWAYS BUSY. How am I supposed to do web check in if it's asking me to purchase seat again? Even though it clearly shows seat fee? #spicejet,spicejet
29,2020-07-31 14:59:39+00:00,moneycontrolcom,1289214147339534342,2,8,Mumbai,"#MCpodcast 🎙️ | In this edition of Corporate Buzz, @Keerthana1110 joins @PRINCE0879 to discuss the corporate top news of the week. 

#podcast #corporate #news #covid19 #spicejet
https://t.co/VOm2zwOLKc",spicejet
30,2020-07-31 14:56:52+00:00,maaniish11,1289213446853074947,0,0,"Delhi, India","@airindiain 

Dear #AIRINDIA please stop fooling the innocent people by share fare just for the sake of building your brand value and looting people by selling higher fare. Shame on you. Everyone just blaims Travel Agencies for unfair dealing. Could you explain this. https://t.co/8zeeWfvJ0G",airindia
31,2020-07-31 14:52:49+00:00,dt_next,1289212427653980160,0,0,"Chennai, India","The letter pointed out that #AirIndia employees who have served the company sincerely and dedicatedly for more than three decades are made to run from pillar to post thereby putting them to considerable embarrassment and humiliation.
https://t.co/uvhW5kijdr",airindia
32,2020-07-31 14:40:34+00:00,rajg0pal,1289209343171153922,0,0,Hyderabad,@airindiain Where is our refund? its been 2 months and you guys don't even respond to the email or return our money.  @HardeepSPuri This is daylight robbery!. #AirIndia #Refund,airindia
33,2020-07-31 14:15:00+00:00,Mango_News,1289202909377306625,0,1,Hyderabad,"Vande Bharat Mission phase five is scheduled to start from August 1st. A total of 792 flights which include 692 international flights and 100 domestic flights have been scheduled to repatriate Indians from 23 countries.

#VandeBharatMission #AirIndia #CoronaVirus #MangoNews https://t.co/212TEFHvFZ",airindia
34,2020-07-31 14:06:18+00:00,TraumlandIndia,1289200719514333184,0,1,"New Delhi, India","#vandebharatmission 

Air India has announced additional flight between India and Canada under Vande Bharat Mission. Booking starts at 20:00 hours IST, 31 July 2020.

Contact us booking.

#VBM #airindiain #AirIndia… https://t.co/gjlnyWY02o",airindia
35,2020-07-31 13:55:57+00:00,beyondtheuturn,1289198115203907585,0,3,India,"@Aakar__Patel There was an exhibition in Mumbai about the glory of #AirIndia, a few months before the country went into #lockdown to read about it and know more, check this link out https://t.co/b9W2iPHZAy ✈️ @JaiBharathi @vaneshmali @SloganMurugan @WeAreMumbai @dkwestfall1 @aneuroticwriter",airindia
36,2020-07-31 13:52:21+00:00,SamGada,1289197210744152066,0,0,,@flyspicejet @makemytrip where is the money against PNR G94PVC lying ?  with #MMT or #SpiceJet ??,spicejet
37,2020-07-31 13:42:08+00:00,Mrs_H_Finch,1289194637551210497,0,0,,"Please can we put something into motion for the people still standed in India. @UK_CAA @GulfAir @IATA 
#bringbackourbritishnationals #COVID #Covid_19 #lockdown #BritishAirways #airindia https://t.co/xk8Bcj9qCa",airindia
38,2020-07-31 13:41:11+00:00,OGenieTravels,1289194397855170560,0,1,India,"https://t.co/CYsoI3Okp1
5th phase of #VandeBharatMission starts tomorrow! @MoCA_GoI has 792 flights scheduled, of which 692 are international, have been scheduled between August 1st and 31st.
#VandeBharatMissionphase5 #AirIndia #aviation",airindia
39,2020-07-31 13:34:34+00:00,AshokTiwari3,1289192735459520520,1,0,United Kingdom,"#spicejet #webcheckin @spicejet
Strange and unprofessional strategy. While Web check-in, I realize that I am ask to pay 1k for a seat. Since all economical seats are occupied. But the same seats are available for new booking. How?? 

I am trying to reach out to customer care....",spicejet
40,2020-07-31 13:33:58+00:00,IconicRashi,1289192584326176768,1,3,"Bhopal, India","@airindiain Dear Team,
As per the announcement it can be booked from #AirIndia office also, please do let me know which office of Air india will be open at 8 pm?
can anyone answer please?",airindia
41,2020-07-31 13:29:20+00:00,TraveasyIN,1289191418796240896,0,0,India,"#AirIndia will operate flights on #Delhi-#Toronto-Delhi route on 4th, 8th, 11th and 15th of August while flights to #Vancouver will be operated on 5th, 9th, 12th and 16th August. https://t.co/vPGmfJ1l71",airindia
42,2020-07-31 13:13:50+00:00,OwaisKh24856434,1289187514821955584,0,0,,@airindiain Do you have some flights for india to saudi aarbia #Airindia,airindia
43,2020-07-31 12:26:01+00:00,ModernShrines,1289175482479517700,0,3,"Delhi, India","Birds have landed safely in Amabala: Defence Minister Rajnath Singh. 
Get detailed updates of Rafale by clicking the below link:

... 

https://t.co/ENH8zXE1b1

#Rafale #rajnathsingh #defence #Ambala #AaGayaRafale #AmbalaAirbase #AirIndia #PositiveVibes",airindia
44,2020-07-31 12:25:41+00:00,barjinder003,1289175400505999361,0,1,"Brampton, Ontario","@airindiain @HardeepSPuri Puri sasb .. u guys share fare list for all other countries like #UK #USA #Australia #NewZealand #Paris bt why u not did for Canada. Can u clarify this 
Secondly why #AirIndia shows us not or sold out flights on the day ,which you provided in the list ...please do for this first",airindia
45,2020-07-31 12:22:51+00:00,Nischint11,1289174684425056256,0,0,,#hardipsinghpuri #AirIndia #VandeBharat why aren't there any flights to Moscow. Why have you left out all of us here .,airindia
46,2020-07-31 12:20:44+00:00,ClassicsJambu,1289174155313606656,0,0,"Bengaluru, India","5 Rafale fighter jets from France landed in Ambala as part of Rafale deal.

#Rafale #RafaleInIndia #RafalePowersIndia #Pakistan #spook #AirIndia #IndianArmy https://t.co/CBV7iALzbE",airindia
47,2020-07-31 12:17:32+00:00,tedridinghood,1289173349977874432,0,0,New Delhi,"Minsiter is proud of saving the citizens and rewarding Airindia Pilots with 82% Pay cut, Well done Minister, feel proud and rest well. #airindiapilots_unsungwarriors #AirIndia #airindiaexpress #VandeBharatMissionphase5 #frontlineworkers https://t.co/tENyS42oi1",airindia
48,2020-07-31 12:11:09+00:00,priy_dutta,1289171739541307392,1,1,Bhopal,@airindiain @airindiain my flight booking from DELHI to KOLKATA has been cancelled once again. I tried contacting Customer Care to reschedule my flight but got no help yet. Please kindly look upon this issue.@HardeepSPuri @AirUnions @MoCA_GoI @FlyWithIX #AirIndia #CustomerService 🙏,airindia
49,2020-07-31 12:09:24+00:00,YRWORLD2,1289171302784229377,0,0,,"#JustIn | International commercial passenger flights to remain suspended August 31: @DGCAIndia
 
@MoCA_GoI @HardeepSPuri @AAI_Official #indigo #spicejet #jet",spicejet
50,2020-07-31 11:48:33+00:00,mriduljain89,1289166053977788418,0,0,"Paris, Île-de-France, France","@Indian_Embassy Sir, I will be flying to DEL next week via #AirIndia  under #VBM5. How do I go about registering myself for mandatory 7 day hotel quarantine. Do I need to book hotel before flying or is it on arrival? TIA",airindia
51,2020-07-31 11:44:45+00:00,i__zeeshankhan,1289165096124522499,1,1,UK,"Hi @airindiain my payment was declined when I was booking a flight from Delhi to London, but my bank has been charged, while there was no confirmation of ticket, leading to another booking. Can you please refund the error from your side.
#VandeBharatMission #AirIndia",airindia
52,2020-07-31 11:42:08+00:00,sbrauthor,1289164438973472770,0,0,"Peterborough, England","@TheSanjivKapoor The #ChaltaHai attitude has landed us in many a mess. The latest two being China barging into our territory and us rapidly approaching the number 1 spot in #COVID19 cases. 
That said, I totally agree with you on #AirIndia, but then who cares at India's national airline anyway?",airindia
53,2020-07-31 11:39:36+00:00,BenGuan6,1289163802219433984,0,2,,"@intrntnlstudent @Tanisha76993264 @danishlakeghat @BajwaParmpal @amanchahalll @AtulKum37512239 @rajeevchawla92 @sahil8752 @SAMMOMIN786 @sidhu_pavy @Subkaran1 @Akash1_9_9_5 @CVivera @ghuman_ishnoor @GorvBibra @bannu845 @firstwellwisher @ParmeetSinghTh1 @Sandhya11256851 @Amisha77162691 @PreetCh10208474 @sandystays013 @KaurNav141 @letustravel3 @nishpawan @krana27 @Prachi57744183 @RameshPaiK1 @PawanVandkar For #India 🇮🇳 to #Toronto #Canada🇨🇦 direct flights ✈️ on #AirIndia,you need to contact India Consulate Of Toronto to see the #August 2020 schedule,as it’s not on their website! India Consulate of #Vancouver has released theirs on the website already!! https://t.co/82h7Tr67sH https://t.co/iaahG86Xaa",airindia
54,2020-07-31 11:21:27+00:00,india_assist,1289159234064531456,0,0,"New Delhi, India","#AirIndia will operate additional flights between #India &amp; #USA under #VandeBharatMissionphase5  
Delhi–Chicago–Delhi on 9th,16th,23rd &amp; 30th August 2020(Sundays)
Delhi SFO Delhi on 13th,20th &amp; 27th August 2020 (Thursdays). https://t.co/9NNcAoRpt6",airindia
55,2020-07-31 11:04:31+00:00,DrPURUSHOTTAM8,1289154974656602116,0,0,Kolkata India,"My flight was from my kolkata to new delhi got cancelled on 25 th march 2019
Bcoz of lockdown 
Since then Cleartrip and spicejet are making me pay for choosing them
#zeenews
#aajtak
#ArnabGoswami #NitishKumar #PMOfIndia #SpiceJet #aviation #Ravish_Kumar  #NDTVTopStories",spicejet
56,2020-07-31 10:48:53+00:00,rniraju,1289151039141220353,0,0,"Navi Mumbai, India",Called Customer care number provided @airindiain official website. All your representatives are busy for 1st 10 min and my queue position was 20 initially.After 10 min they still busy and my queue position is 24.I don't understand #AirIndia's logic of maintaining queues on call https://t.co/3Z8wRs1ove,airindia
57,2020-07-31 10:42:02+00:00,jesalamehta,1289149315424739329,0,0,Mumbai,@SingaporeAir U refunded full tkt amt 2 ur #Singaporeairlines pax bt ur India venture @airvistara refuses 2 do tht.Why dual lvl of custmr srvce?Are #indian pax lesser than those who fly 4m Singapore?Dnt u hv any say in #vistara? TataCompanies @PMOIndia @DGCAIndia @HardeepSPuri,vistara
58,2020-07-31 10:42:01+00:00,jesalamehta,1289149311033327617,0,0,Mumbai,Don’t appreciate our understanding coz we don’t really understand hw #vistara cn be so dishonest in its behaviour and not give our money back. I want full refund for our tickets.Period.,vistara
59,2020-07-31 10:35:31+00:00,voxya_,1289147672616677377,0,0,India,"Unable to use my credit shell, complaint filed against @goibibo and @IndiGo6E 
#Goibibo #GoibiboAirlines #Indigo #IndigoAirlines   
https://t.co/1EcYVQ7Dud",indigo
60,2020-07-31 10:35:02+00:00,AmitKPalit,1289147554526101504,0,0,Noida,"@flyspicejet still my luggage is missing. Is this the way you deal with your customers. Your supervisor at the airport Neeraj Tripathi assured the customers that luggage will be delivered at home, but no information or call. Is this your priority. @flyspicejetFC #spicejet https://t.co/CVAQvdNs1B",spicejet
61,2020-07-31 10:19:38+00:00,HuzefaElectric2,1289143675423875078,0,0,,"#AirIndia Please let me know, my city doesn't have Purehealth approved Lab for Covid 19 test for fly to Abu Dhabi, in this case will you accept report from ICMR approved Lab ?",airindia
62,2020-07-31 10:16:18+00:00,travelobiz,1289142837586677760,3,3,India,"VBM Phase 5: Air India Announce Additional Flights Between India And UK

 #AdditionalFlights #AirIndia #Bengaluru #Delhi #London #Mumbai #Phase5 #UK #VandeBharatMission https://t.co/6adlEgMgyX https://t.co/veQtES9q6t",airindia
63,2020-07-31 10:10:00+00:00,bsindia,1289141252030636033,2,10,India,"#AirIndia employees have asked the CMD to intervene in the matter urgently and ensure that retirees are given their final settlements in terms of the Office Order

https://t.co/ZvNuMWknWP",airindia
64,2020-07-31 10:02:41+00:00,Suriya_LR_16,1289139411519590400,3,24,"chennai,India ","Jet Airways pays $13 Million to acquire six Boeing aircraft and their Engines.  #Jetairways
#Boeing 
@jetairways2020 https://t.co/35Mddq1XIq",jetairways
65,2020-07-31 09:47:51+00:00,WeForNews,1289135680942010368,0,0,"New Delhi, India","Air India employees protest delay in disbursement of gratuity, PF
#AirIndia https://t.co/bd1zFGaXi6",airindia
66,2020-07-31 09:22:29+00:00,Suriya_LR_16,1289129294027866112,0,2,"chennai,India ","Let's we all r waiting fr it...♥️✈♥️
Some Good News Incoming😍🛫
@jetairways 

#jetairways https://t.co/okyKZCcLBN",jetairways
67,2020-07-31 09:22:16+00:00,moneycontrolcom,1289129238725980160,5,47,Mumbai,"In Pics | Sneha Bhanot &amp; Ayush Mahajan– This pilot couple together built a career, and a life, from the age of 19: https://t.co/ZspvH0kMg0

(Via @PRINCE0879) #AirIndia #Pilot #Aviation #Pilots https://t.co/WbgILk5GKO",airindia
68,2020-07-31 09:15:00+00:00,NH_India,1289127413755056133,1,8,"New Delhi, India","Aviation Industry Employees Guild in a letter said, “Even basic entitlements like #ProvidentFund, Gratuity which are statutory social security schemes are delayed for no justifiable reasons”. #AirIndia https://t.co/WPY3uXWiLi",airindia
69,2020-07-31 09:03:14+00:00,GandhiForum,1289124449589948416,5,10,Mumbai,"My story | AAI mulls placing SpiceJet on cash-and-carry mode over unpaid dues 

Sources have said that SpiceJet will provide with a plan, and pay all the dues so far.

@businessline @teekaytee #COVID19 #aviation #SpiceJet
 https://t.co/1HMecC3fLu",spicejet
70,2020-07-31 08:55:17+00:00,C_Spotter6,1289122451700375553,0,5,भारत,Jet Airways pays $13 Billion to acquire 6 Boeing Engines. #9W #Jetairways #Boeing https://t.co/6r4dQ9nGfR,jetairways
71,2020-07-31 08:54:20+00:00,HariharanKalya1,1289122212662767618,0,0,Chennai,#SpiceJet  we are facing a huge anamoly with the you. Waiting for money refund for long period of time,spicejet
72,2020-07-31 08:52:52+00:00,travelobiz,1289121840221356033,1,4,India,"Vistara Wins ‘Best Airline - India’ At TripAdvisor Travellers’ Choice Awards

#BestAirlines2020 #BestAirlinesawards2020 #BestAirlinesinIndia #TravellersChoiceAwards #TripAdvisor #Vistara https://t.co/9Z7URPjSm5 https://t.co/YTIEYqTGvQ",vistara
73,2020-07-31 08:45:58+00:00,ians_india,1289120103989047296,0,7,New Delhi,#AirIndia (@airindiain) employees have protested the delay in disbursement of retirement dues and benefits in violation of the violation of the Gratuity Act and the PF Act. https://t.co/YcTZfT1rQp,airindia
74,2020-07-31 08:39:35+00:00,nachiket9001,1289118499760218113,0,0,"Newbury, England",#airindia site is down since long time !! Plz help,airindia
75,2020-07-31 08:35:51+00:00,InLovewithA320,1289117557631389696,0,2,"Coimbatore, India",@jetairways2020 @UpdatesChennai @Boeing @jetairways It feels good to know that the blue bird will be soon seen in the skies #JoyOfFlying #JetAirways,jetairways
76,2020-07-31 08:24:35+00:00,cpt_t88,1289114724622381057,0,6,"Doha, Qatar",Hope these #JetAirways aircrafts don't go on lease to Laadla for US flights. #avgeek #JetAirwaysCrisis https://t.co/Uvuqu0aKF6,jetairways
77,2020-07-31 08:12:00+00:00,bsindia,1289111556312178689,1,12,India,"A section of #AirIndia employees says at least 202 retired staffers still on the payrolls and a potential 3,399 permanent workers on the cusp of retirement should be the ‘first targets’ for the leave-without-pay (LWP) scheme.

https://t.co/IEXT9cKQPp",airindia
78,2020-07-31 08:04:05+00:00,AlbertP36580404,1289109565678784512,0,1,,"@MukundSoujanya Hi, there are flights on the 5 and one on the 7th from Tashkent..You need to register. I cannot understand why the concerned airlines are not sharing the link here #AirIndia #spicejet",airindia
79,2020-07-31 07:49:59+00:00,pillai_rohan,1289106018639572992,0,0,,Dear @YatraOfficial It’s been over 1 month I have been seeking refund for my flight tickets.@airvistara has shared the comments for full refund which I have sent across.Your customer service is really slow and pathetic.Multiple mails sent but no revert. #Yatra #Vistara #Flight,vistara
80,2020-07-31 07:45:19+00:00,ShaikhShanabi,1289104843706007553,0,0,,"I seriously want to see how long this goes #AirIndia you are clearly making us fool, how long will it go on , please stop we are distressed ,going literally bankrupt @airindiain",airindia
81,2020-07-31 07:43:39+00:00,marketnews201,1289104422144897024,0,1,"Mumbai, India","#AAI puts #SpiceJet on cash and carry basis, #airline says #business as usual
https://t.co/3s2w0kVw2O",spicejet
82,2020-07-31 07:38:15+00:00,imKarzz,1289103065979658243,0,0,"Chennai, India","@PMOIndia @HardeepSPuri @airindiain : Not just the wings but flying with the hopes..! 

#India #RepublicOfIndia #AirIndia #VandeBharatMission #VBM #Repatriation https://t.co/QBVEdJNhdA",airindia
83,2020-07-31 07:27:52+00:00,aviator_amit,1289100450352869382,0,4,"Cuttack, India","Are they coming back?? @jetairways 
Just saw these pictures &amp; work is on full swing. The B-777 is getting ready !! 
If the news is true , it is one of the best news of the day ✌️✌️ 
#9w
#jetairways https://t.co/id6S0BpoH9",jetairways
84,2020-07-31 07:18:03+00:00,arulscaria,1289097979295481858,0,1,,Would #AAI extend this benefit to other carriers also? #Aviation #Competition #India #SpiceJet https://t.co/7xsOHABm5o,spicejet
85,2020-07-31 06:59:24+00:00,VXDXI,1289093285428879360,0,1,At the Gates/In the Skies ✈,"Is it the return of @jetairways 😨❤️

#9W #JetAirways",jetairways
86,2020-07-31 06:56:56+00:00,Renu1118,1289092666353954816,13,76,,"Can't describe my happiness in words. Mixed emotions...
#jetairways 
#Jetairwaysisback
#Flyingsun
@RohitCh92677984  @jetairways2020  @amaragrawal88  @tejas_andani https://t.co/LvBiY9smJF",jetairways
87,2020-07-31 06:54:15+00:00,Rajibcr7,1289091991612006402,0,0,"Guwahati, assam","#AirasiaisUnsafe #AirAsia #AirIndia #flyingbeast
#NDTV #ZeeNews #republictv #aajtak
 My life is in your hands, where is your safety to keep me alive? If money is your life, who will take responsibility for the life of those traveling through the daily fight?",airindia
88,2020-07-31 06:46:42+00:00,deboprchowdhury,1289090091101458432,0,0,"Kolkata, India",@AAI_Official #KolkataAirport #SpiceJet  this is regarding my PNR JSGQD227T please do process my refund and not through credit shell your customer care is not reachable because you keep giving us credit shell and so we book already convenience fee paid #KolkataAirport pay conv fe,spicejet
89,2020-07-31 06:43:18+00:00,surbhiag_095,1289089236621090817,0,0,"Kolkata, India","And we need the answers though. Since its the question of our safety. Plz don't play with the lives and safety!!
@AirAsia @AirAsiaIndian #AirasiaisUnsafe #AirIndia https://t.co/AigfRfGIi2",airindia
90,2020-07-31 06:39:25+00:00,makeflycheap,1289088257297440774,0,2,"Rohtak, Haryana",@makeflycheap providing benefits of saving more money when flights are planned with Return trips as “Customers Trust is Our Credibility” #makeflycheap #airindia #Vistara #cheapflights #travel #booking #bookmyticket #wonderlust #easeofdoingbusiness #localforvocal #swadeshi https://t.co/jzoFcjr4yk,airindia
91,2020-07-31 06:33:01+00:00,JacksparrowB787,1289086645740777472,0,0,,Totally confused what is going on with management #shocked #pilots #AirIndia #airindiapilots_unsungwarriors https://t.co/11zq7xvDKW,airindia
92,2020-07-31 06:31:40+00:00,voxya_,1289086308896382977,0,0,India,"The flight was cancelled by #JetAirways but didn't get a refund from #Jet_Airways, complaint filed against @JetAirways and @goibibo 
#Goibibo
https://t.co/VM4cgyeJKW",jetairways
93,2020-07-31 06:27:13+00:00,Hitesh_Trivedi,1289085187075137537,0,1,"New Delhi, India","Airlines operating at barely half occupancy. This is very very bad news. For context, airlines need 75-85% occupancy to just break even. Unless we ramp up consumption, we are looking at a long, hard #depression. #flights #AirIndia #economiccrisis https://t.co/kVf1LvPkRn https://t.co/fWUxALjL3R",airindia
94,2020-07-31 06:21:54+00:00,FightForOurRig,1289083850413486081,0,1,"Nagpur, Maharashtra","#AirasiaisUnsafe @AlliedDigital 
#AirIndia  #BoycottAirAsiaIndia 
also i am adding-on @AlliedDigital was not paying salary to his pan india IT engineers, who work in air india client site there is 200 engineers salary issue from may. https://t.co/gQo4ohKb6v",airindia
95,2020-07-31 06:21:05+00:00,rajachawla3,1289083644380766208,0,0,,Only airline Spice jet(M6HVGY) which is not Refunding the amount till now on the name of covid-19 policies. #boycottspicejet #SpiceJet #DGCA,spicejet
96,2020-07-31 06:19:35+00:00,InLovewithA320,1289083265597558784,3,10,"Coimbatore, India",@manishasinghal @UpdatesChennai @CSMIA_Official @jetairways Would love to see #jetairways back in the skies,jetairways
97,2020-07-31 06:15:33+00:00,dsgangwar,1289082251917971458,0,0,"Kaimganj, India","@hvgoenka He was a true nation-builder. We salute him for his ethucal values and commitment towards economic empowerment of one and all.

#IISc #AirIndia #Jamshedpur",airindia
98,2020-07-31 06:12:23+00:00,LiveFromALounge,1289081453800763393,1,7,instagram.com/livefromalounge,#Spicejet's FY20 Annual Results have some things to note : https://t.co/UxXViF6DEi by Ajay https://t.co/oVTx6uHpAR,spicejet
99,2020-07-31 05:48:04+00:00,vishalk1992,1289075337494589440,1,0,"Sindwahi, India",@IndiGo6E cancelling flight 18hrs before and proving worst plan B( which also got cancelled) added to that helpline no rarely works. This is not helpful especially during challenging times #indigoairlines #badcustomerservice,indigo
